1	865857	916235	-0.417388812336719
1	916236	969483	-1.03357256285898
1	969484	1019972	-0.169559599663304
1	1019973	1071624	-0.212477786315665
1	1071625	1122899	-0.0397128594329478
1	1122900	1173976	-1.51746612989443
1	1173977	1225948	-1.344958736627
1	1225949	1276371	-0.052533091613351
1	1276372	1328508	-1.0626255008388
1	1328509	1381707	-1.69085316347425
1	1381708	1434109	-2.23217381589133
1	1434110	1487043	-1.91175127211757
1	1487044	1541409	-0.895878262960487
1	1541410	1592892	-3.14618352062327
1	1592893	1645631	-1.71190428166295
1	1645632	1698325	-1.14637101230839
1	1698326	1751556	-1.09586170735253
1	1751557	1805406	-1.23686171108269
1	1805407	1858651	-0.775253442858439
1	1858652	1911105	-0.0318832938379493
1	1911106	1964418	-1.05250565151639
1	1964419	2016158	0.0832726598582381
1	2016159	2067367	-0.230971594907759
1	2118640	2171413	-1.31175814449686
1	2171414	2222954	0.24134127973383
1	2222955	2273081	0.610061856801712
1	2273082	2326058	-0.208774817689894
1	2326059	2376834	0.287717665715713
1	2376835	2426913	0.468771843119561
1	2426914	2477061	-0.235890753111478
1	2477062	2527736	-0.165381804734984
1	2527737	2578671	0.307653319160596
1	2729037	2779835	0.547362860975715
1	2779836	2830067	0.740056028080782
1	2830068	2880350	0.661015118837855
1	2880351	2931025	0.286168170822727
1	2931026	2981320	0.559477706246854
1	2981321	3031575	0.233433376948869
1	3031576	3081713	0.630895855639719
1	3081714	3131960	0.469683926390267
1	3131961	3183759	0.578020679072821
1	3183760	3233806	1.18166093620838
1	3233807	3283986	0.608447986958332
1	3283987	3334057	0.77274577152445
1	3334058	3384454	0.103394013519301
1	3384455	3434783	0.0416563991039214
1	3434784	3484978	0.173803232501899
1	3484979	3535148	0.665434683668286
1	3535149	3586084	-0.685771986947528
1	3586085	3636255	1.19663972104367
1	3636256	3687731	0.223895746665256
1	3687732	3740363	0.182707429432021
1	3740364	3792698	-0.561029892888323
1	3792699	3844475	-0.295706142668173
1	3844476	4045539	0.206346609692726
1	4045540	4097100	0.128509280105533
1	4097101	4150106	0.500494899293641
1	4150107	4202726	0.451150375430143
1	4202727	4255567	-0.161050705444034
1	4255568	4309233	0.639746603462882
1	4309234	4360016	0.678975088369297
1	4360017	4410910	0.474917833919574
1	4461698	4512258	0.827375294115852
1	4512259	4563256	0.834466162830987
1	4563257	4613949	0.490796847365616
1	4613950	4665975	0.358242779485955
1	4665976	4716599	0.615545845634942
1	4716600	4767822	0.533708433823729
1	4767823	4818608	0.63026556095195
1	4818609	4868851	0.867270368807719
1	4868852	4919799	0.00721373739503985
1	4919800	4974491	0.297649476115947
1	4974492	5024990	0.492105957866542
1	5024991	5075555	0.645554137637758
1	5075556	5129351	-0.238765612657322
1	5129352	5182549	0.209537729041898
1	5182550	5233355	1.16993875133235
1	5233356	5284889	0.931332117689651
1	5284890	5335495	0.419244509864733
1	5335496	5386606	0.703095580390521
1	5386607	5437338	0.112920533140122
1	5437339	5487634	0.673592828939099
1	5487635	5538467	0.534400384067532
1	5538468	5589261	0.0733580058076812
1	5589262	5640148	0.1693151359247
1	5640149	5691355	0.881960734433026
1	5742988	5794739	0.201211369345238
1	5794740	5845931	0.185015289045142
1	5845932	5898437	0.40782135961506
1	5898438	5948774	0.483109543030759
1	5948775	5999945	0.0155439701093661
1	5999946	6050488	0.444591904942107
1	6050489	6101475	0.467568158776243
1	6101476	6152594	0.763611378087362
1	6152595	6203944	0.893879929858907
1	6203945	6256358	-0.0900756582493588
1	6256359	6309151	-0.320578951066058
1	6309152	6360261	0.121805055985343
1	6360262	6413822	0.370416089960766
1	6413823	6469305	-1.3863230319353
1	6469306	6521545	-0.923796658082558
1	6521546	6572941	-0.720084691635643
1	6572942	6627887	-2.25419774816262
1	6627888	6680432	-0.172910505048117
1	6680433	6733506	-0.930281589198362
1	6733507	6787587	-0.790691942867393
1	6787588	6841080	-0.967791123467268
1	6841081	6892586	-1.20778079561547
1	6892587	6943632	0.405892905267959
1	6943633	6994609	0.345345166163085
1	6994610	7045630	0.397105246109509
1	7045631	7097040	0.2418438972826
1	7097041	7147639	0.0524955904991216
1	7147640	7198892	0.746245538632409
1	7198893	7250315	0.630545114647247
1	7250316	7301883	0.342573709741079
1	7301884	7353909	0.44175278573528
1	7353910	7404886	0.428603765034966
1	7404887	7456750	0.126741128715167
1	7456751	7511625	0.71034508605581
1	7511626	7562075	0.3766020749222
1	7562076	7613224	0.547943246484527
1	7613225	7668437	0.48776858202277
1	7668438	7719095	0.520600292011357
1	7719096	7770078	0.0230585835121904
1	7770079	7822069	-0.624935462771175
1	7822070	7873851	-1.44724328209115
1	7873852	7925710	-0.0899458100040969
1	7925711	7978310	-0.48424144513126
1	7978311	8032190	-0.806130224285222
1	8032191	8085066	0.563958986207293
1	8085067	8138659	-1.69451387808493
1	8138660	8191819	-0.596564319301232
1	8191820	8244804	-0.0935067292797643
1	8244805	8298245	-0.731342143703545
1	8298246	8353077	-1.2822963311613
1	8353078	8406230	0.144691975391236
1	8406231	8457289	-0.0645720386803129
1	8457290	8509446	-0.228084512311345
1	8509447	8562313	-0.494150722098138
1	8562314	8614487	-0.796386085853653
1	8614488	8665969	-0.723688294156998
1	8665970	8720216	-1.44778173177409
1	8720217	8771748	-0.516655094091723
1	8771749	8823884	0.0721262650084896
1	8823885	8876882	-2.31089740313255
1	8876883	8930917	-0.503745553738268
1	8930918	8986433	-1.30987018864482
1	8986434	9040856	-1.45882632068427
1	9040857	9093352	-0.46008921047527
1	9093353	9146582	-1.54277843641428
1	9146583	9199821	-0.689178909070499
1	9199822	9252151	-0.325410610833806
1	9252152	9304775	-0.910557800226328
1	9304776	9355868	0.174257155640602
1	9355869	9407261	0.0670619322012745
1	9407262	9459199	0.0688872391054179
1	9459200	9512036	-0.0869182767280891
1	9512037	9565779	-0.0138975607221204
1	9565780	9622001	-1.74416584943651
1	9622002	9674893	-0.239080439647563
1	9674894	9729798	-1.23356481544394
1	9729799	9783079	-0.80016909450174
1	9783080	9836926	0.019534528805397
1	9836927	9891752	-1.53910359610328
1	9891753	9944300	-0.0185507348931153
1	9944301	9999216	-0.166213073337224
1	9999217	10056048	-1.30425268471973
